Type,Category,Title,Author,URL,Description,Topic ID,Rating Avg,Rating Value
Papers,Nonlinear,Contact Analysis of Workpiece-Fixture System Under Time-Varying Machining Loads Using Finite Element Method,"N. Kaya, F. Ã–ztÃ¼rk",http://ansys.net/papers/diemold2001.pdf,"<i>""Proper fixture design is crucial to product quality in terms of precision, accuracy and finish of the machined part. Fixturing systems must be capable of positioning, holding and supporting the workpiece throughout the machining process. In this paper, modular fixture design verification analysis is carried out for time-varying machining forces using nonlinear finite element analysis. Chip removal effect is taken into account using element death technique and the frictional contact between workpiece and fixture elements is also considered. This paper also adresses applying optimal clamping forces in order to minimize the deformation. A case study is presented to demonstrate the suggested methodology.""</i>",362,10,10
Macros,GeneralUse,TEXT_UNIX,"John Swanson (SAS, Inc./ANSYS, Inc.)",http://ansys.net/macros/text_unix.mac,"This macro launches a text editor and creates a file called ""jobname.inp"" in the current working directory.  A similar macro for Windows is <a href=""macros/text_nt.mac"">also available</a>.",363,0,0
Macros,Prep7,GETA4L,Mark Fahey (Lingk & Sturzebecher),http://ansys.net/macros/geta4l.mac,"<i>""Here is a macro that I made for myself to get all areas that have four lines.  From these areas I decide what to map mesh.""</i>",364,10,7
Macros,Prep7,KPMV,Don Shaffer (Siemens Westinghouse Power Corp),http://ansys.net/macros/kpmv.mac,"<i>""Macro moves keypoint arg1 to the location of keypoint arg2 and if arg3 equals 1 merges them.""</i>",365,10,2
Macros,GeneralUse Prep7,SELLOC,Don Shaffer (Siemens Westinghouse Power Corp),http://ansys.net/macros/selloc.mac,"<i>""This is a utility tool to speed up selection of model entities by location.""</i>  Please read the comments in the macro file for more details on usage.",366,-5,4
Macros,GeneralUse Prep7,SLICEPLN,Don Shaffer (Siemens Westinghouse Power Corp),http://ansys.net/macros/slicepln.mac,"<i>""This macro moves the working plane origin to the specified keypoint and orients it with wz normal to the specified cartesian axis with x=1,y=2 and z=3.""</i>",367,0,0
Papers,Miscellaneous,Example Applications,(Pacific Northwest National Laboratory),http://ansys.net/http://www.technet.pnl.gov/dme/engineering/activities.stm,Examples of use of ANSYS in engineering analysis,368,9.285714286,7
Macros,Solution,X_BCSLOPE,Shen-Yeh Chen (Honeywell),http://ansys.net/macros/x_bcslope.mac,"<i>""This macro will apply slope BC value on the selected nodes according to the active coordinate value in sepcified DOF.""</i>",369,10,5
Macros,GeneralUse,X_DEMO_VREAD,Shen-Yeh Chen (Honeywell),http://ansys.net/macros/x_demo_vread.mac,"<i>""This macro will demonstrate how to read in a matrix ZREAD(ZNNODE,3) in one *VREAD command.  The macro will get coordianates from the current model first, write them into the file x_demo_vread.tmp, and read the data from the file""</i>",370,7.5,6
Macros,Prep7,X_ESUM,Shen-Yeh Chen (Honeywell),http://ansys.net/macros/x_esum.mac,"<i>""Calculate and print the summary of (selected) elements area or volume, and centroid. The result will be saved in the parameter _ParName.""</i>",371,10,4
Macros,PostProc,X_PLLDST,Shen-Yeh Chen (Honeywell),http://ansys.net/macros/x_plldst.mac,"<i>""This macro will get/plot (reponse vs load level) graph on the screen.""</i>",372,10,8
Macros,GeneralUse Prep7,X_SHL2SLD,Shen-Yeh Chen (Honeywell),http://ansys.net/macros/x_shl2sld.mac,"<i>""This macro will sweep the currently selected or assigned SHELL elements into SOLID elements.""</i>",373,10,11
Macros,Solution,X_TH2ST,Shen-Yeh Chen (Honeywell),http://ansys.net/macros/x_th2st.mac,"<i>""This macro transfers the temperature distribution from a thermal analysis into structural temperature load. Only pre-selected nodes are dumped.  The output file name is x_th2st.tld.""</i>  (Note that there is a built-in ANSYS command called LDREAD command which does similar functionality)",374,9.285714286,14
Papers,Miscellaneous,Low Creep and Hysteresis Load Cell Based on a Force to Liquid Pressure Transformation,"Robert A.F. Zwijze, Remco J. Wiegerink, Theo S. J. Lammerink, and Miko Elwenspoek",http://ansys.net/papers/Dutchsensorconf98.pdf,"<i>""Important problems in load cells are creep and hysteresis. Expensive high grade steels are used in order to reduce these effects. In this paper a load cell design based on a force to liquid pressure transformation is presented. The design is insensitive to hysteresis and creep and can be made at very low costs. Analytical, numerical and experimental results are in very close agreement with each other.""</i> (FLUID79)<br><a href=""papers/mems/mme98.pdf"">See related paper</a>",375,10,5
Papers,Nonlinear Aerospace,Creep Resistance and Creep Bending Resistance of Light Metal Matrix Composites for Research in Airframe Structural Effiency,E. Neubauer and H.Peter Degischer,http://ansys.net/papers/report35.pdf,"<i>""Main aim of the research in the frame of the AMTT programme was the testing of a fiber reinforced Al-alloy. For investigation of the creep behaviour of this material, creep tests under bending were performed. The tested material was Al99.85+0.1%Mg reinforced with Al2O3 fibers (Altex/Sumitomo), which was prepared by means of gas pressure infiltration. Main benefit of such a material for application would be the lowering of the weight of the material without a loss of properties.""</i> (see Appendix A for ANSYS use in this document)",376,9.5,10
Papers,Electronics,Optimal Design of Computer Experiments for the Generation of Microsystem Macromodels Using IMSET and Non-Parametric Fitting,"Selden B. Crary, Peter Cousseau, David Armstrong, David M. Woodcock, Olivier Dubochet, Philippe Lerc",http://ansys.net/papers/mems/M3302.pdf,"<i>""We present a new and unique software program, IMSET, capable of finding optimal designs for computer experiments. A finite-element simulation of a micro-machined flow sensor was used to illustrate macromodel generation and to compare the quality of the IMSET design with other approaches.""</i>",377,0,0
Papers,Electronics,Electromechanical analysis of micromechanical SOI-fabricated RF resonators,"T. Lamminmaki, K. Ruokonen, I. Tittonen, T. Mattila, O. Jaakkola, A. Oja, H. Seppa, P. Seppala, and",http://ansys.net/papers/mems/T51-01.pdf,"<i>""In this paper, finite element method (FEM) simulations are used to model mechanical properties of MEMS resonators. Using a static displacement analysis the effective spring constant and mass are calculated. Nonlinearity of the mechanical restoring force is simulated to analyze large amplitude behavior of the resonator.""</i>",378,10,5
Papers,Electronics,First Micromachined Silicon Load Cell for Loads up to 1000 kg,"Henk Wensink, Meint J. de Boer, Remco J. Wiegerink, Robert A.F. Zwijze, Miko C. Elwenspoek",http://ansys.net/papers/mems/spie98.pdf,"<i>""In this paper, a bulk micromachined silicon load cell is presented, designed for loads up to 1000 kg. ANSYS simulations were used to determine the load cell dimensions and strain gauge positions.""</i><br><a href=""papers/mems/mme1998.pdf"">See related paper</a>.",379,10,1
Papers,Electronics,Overview of Reliability Models and Data Needs,Ahmer Syed,http://ansys.net/papers/021501Syed.pdf,"<i>""Workshop on Modeling and Data Needs for Lead-Free Solders""</i> (Amkor Presentation)  Note that FEA pictures in presentation are ANSYS plots - Darveaux's data is based on Anand's Model (TB,ANAND), although ANSYS also allows for use of common creep laws such as hyperbolic sine and power law.",380,10,2
Papers,Electronics,Modelling and Experimental Investigations on Degradation of Microcomponents in Power Cycling,"M. Thoben, W. Staiger, J. Wilde",http://ansys.net/papers/mw2000_1031.pdf,"<i>""Thermomechanical damage is one of the principal failure causes of microcomponents and microsystems. Often the basic defect mechanisms are crack initiation and subsequent crack propagation in interfaces or materials. The fatigue behavior of microcomponents can in many cases be described by the Manson-Coffin-Formula. This model is well-suited for comparison of different designs relative to each other but it will fail when a realistic lifetime prognosis is expected. Therefore we worked out a concept which is based on the computation of the strain range distribution in the interconnection by finite elements simulations and subsequent calculation of the cyclic crack propagation rate. Using this method in combination with calibration measurements it is possible to predict the lifetime of electronic assemblies with significantly improved precision compared to the Low-Cycle-Fatigue approaches.""</i>",381,10,9
Papers,Electronics,A Parametric Study of Flip Chip Reliability Based on Solder Fatigue Modelling,Scott Popelar,http://ansys.net/papers/popelar1.pdf,"<i>""The solder fatigue model has been utilized to investigate the reliability of flip chip joints subjected to thermal cycling. In particular, a parametric study had been performed which shows how various flip chip design parameters will affect solder joint fatigue.  Finite element models have been developed to analyze the effect of die size, die thickness, solder joint height, cap diameter and underfill properties on solder fatigue.""</i>  (This is Part I of the study.  <a href=""papers/popelar2.pdf"">Part II of this paper is available here.</a>)",382,9.444444444,27
Papers,Electronics,Flip Chip Reliability Modeling Based on Solder Fatigue as Applied to Flip Chip on Laminate Assemblies,"Scott Popelar, Michael Roesch",http://ansys.net/papers/popelar3.pdf,"<i>""A 63Sn/Pb solder fatigue model has been previously developed based on a correlation of flip chip solder fatigue data combined with nonlinear finite element analysis. This model has been successfully applied in the prediction of PBGA and CSP fatigue lives as well as a parametric study investigating the reliability of flip chip assemblies and the influence of specific design parameters. In this investigation, flip chip reliability predictions are generated based on solder fatigue modeling and compared to actual thermal cycling reliability data. The influence of both solder fatigue and underfill delamination are considered in interpretation of the experimental data.""</i>",383,9.285714286,7
Papers,Nonlinear Civil,Parameter Studies For Enhanced Integrity Of Reciprocating Compressor Foundation Blocks,"Jayant S. Mandke, Anthony J. Smalley",http://ansys.net/papers/ta_94-1.pdf,"<i>""The model development and analyses of reinforced concrete block used the ANSYS finite element program.""</i>",384,9.705882353,34
Papers,Nonlinear Aerospace,Advanced Tools for Design and Analyses of High Temperature Cyclic Loaded Turbine Components,"U. Gampe, I. Martynov, J. Keyser",http://ansys.net/papers/user_def1.pdf,"<i>""The paper presents a new concept to predict viscoplastic deformations in components under thermal mechanical loading. This approach is based both on material data from uniaxial creep tests and additional laboratory component tests to consider the influence of multiaxiality. This concept was used for analysis of feature tests of flat tensile specimens with central hole. The maximum test temperature was 600 Â°C and the surface of the hole was attacked by cyclic thermal shocks.""</i>  (This paper refers to use of ANSYS User-Defined Materials.  A related paper is <a href=""papers/user_def2.pdf"">Laboratory Component Testing for Investigation of Material Degradation from Creep-Fatigue Interaction</a>.)",385,9.107142857,28
Papers,Solvers,An Introduction to the Conjugate Gradient Method Without the Agonizing Pain,Jonathan R. Shewchuk,http://ansys.net/papers/painless-conjugate-gradient.pdf,"This paper presents a very well-written explanation of conjugate gradient methods.  It is helpful in understanding better the idea behind CG solvers in ANSYS (PCG, JCG, ICCG, AMG, etc.).",386,10,5
Papers,Electronics,Finite Element Modeling of Capacitor Micromachined Ultrasonic Transducers,Yongrae Roh and Butrus T. Khuri-Yakub,http://ansys.net/papers/5B1.pdf,"<i>""A finite element model of cMUTs is constructed using the commercial code ANSYS. The complex load impedance seen by individual cells is compared with the plane wave real impedance seen by a parallel combination of the cells to make a transducer. The result shows the origin and level of crosstalk between array elements, with evidence of coupling through Stoneley and Lamb waves.""</i> (acoustics)",387,8.75,8
Papers,Medical,Patient Specific Spine Models - Development Of A Laboratory Intervertebral Disc For Validation Of The Models,"A. Mohsen, D. J. Siddall, P. Gillespie, S. Julian and M. J. Fagan",http://ansys.net/papers/a020.pdf,"<i>""This research project is aimed at evaluating the feasibility of the modelling technique through the development of an artificial validation spine. The validation spine will be tested under controlled laboratory conditions and the results used to verify those found from analysis of the computer model. The intervertebral disc is the most critical component in the spine. Thus, the initial aim of this research was to develop a representative artificial disc. Concurrent development of a finite element model of the disc permits development theories to be analysed and laboratory results to be verified.""</i>",388,10,3
Papers,Medical,A Vision-Based Technique for Objective Assessment of Burn Scars,"Leonid V. Tsap, Dmitry B. Goldgof, Sudeep Sarkar, and Pauline S. Powers",http://ansys.net/papers/tmi98.pdf,"<i>""In this paper a method for the objective assessment of burn scars is proposed. The quantitative measures developed in this research provide an objective way to calculate elastic properties of burn scars relative to the surrounding areas. The approach combines range data and the mechanics and motion dynamics of human tissues. Active contours are employed to locate regions of interest and to find displacements of feature points using automatically established correspondences. Changes in strain distribution over time are evaluated. Given images at two time instances and their corresponding features, the finite element method is used to synthesize strain distributions of the underlying tissues.""</i><br>
[ANSYS Structural, version 5.3]",389,8.333333333,9
